1	37631.643807
2	8143.638216
3	1652.484685
4	320.558879
5	61.193487
6	12.513380
7	3.522564
8	1.805317
9	1.403253
10	1.111905
11	1.405920
12	1.043530
13	1.362483
14	-15.118002
15	-1.071951
16	0.884995
17	0.551283
18	1.722964
19	1.369949
20	1.060638
21	1.264845
22	-106.155310
23	-12.707476
24	-0.772314
25	0.926067
26	1.462740
27	2.923718
28	1.591082
29	6.329814
30	-1273.278127
31	-160.705180
32	-19.605744
33	-1.639119
34	-0.487902
35	1.019442
36	1.529337
37	1.299327
38	-5949.043840
39	-739.963717
40	-90.972971
41	-10.097721
42	-0.078759
43	1.098487
44	0.712581
45	1.201044
46	1.791074
47	1.333419
48	124.551805
49	17.469000
50	3.616197
51	1.694463
52	1.398859
53	0.538502
54	0.994337
55	1.365043
56	1.079181
57	-0.442758
58	-8.782806
59	-0.220144
60	1.016142
61	1.421210
62	4603.745217
63	1619.925610
64	205.206853
65	27.459022
66	4.884975
67	1.873457
68	1.350241
69	3126.130148
70	394.156866
71	51.292104
72	8.205341
73	2.376948
74	1.495191
75	7.093067
76	2.843203
77	1.562326
78	1.207048
79	1.448119
80	1.262654
81	1.600427
82	0.747122
83	-12.337690
84	-0.689011
85	0.950115
86	1.206380
87	2.852404
88	1.945559
89	1.368280
90	-168.691029
91	-20.628174
92	-231.331451
93	-28.129921
94	-2.514499
95	0.974268
96	1.168923
97	2.396710
98	1.543249
99	1.262413
1	12.130041
2	11.634528
3	10.608178
4	7.884244
5	-106.263036
6	-3.818451
7	10.971467
1	74.869562
2	44.612987
3	-35.240065
1	-217.132878
2	-301.802205
3	-1013.803023
1	-5358.609746
2	-15193.812984
3	-17740.987986
4	-18115.222752
5	-18133.182347
6	-18133.289862
7	-18133.289888
1	-12575.149340
2	-14192.142959
3	-14245.459475
4	-14259.546103
5	-14260.678996
6	-14260.718219
7	-14260.718807
