1	0.770007
2	0.751721
3	0.734865
4	0.711296
5	0.669382
6	0.623574
7	0.502003
8	0.379250
9	0.011024
10	0.056910
11	0.065273
12	0.066160
13	0.066172
1	0.650821
2	0.637376
3	0.610148
4	0.562921
5	0.487304
6	0.384866
7	0.262665
8	0.154220
9	0.434801
10	0.146492
11	0.103852
1	0.887688
2	0.826037
3	0.724783
4	0.412381
5	0.401368
6	0.397748
7	0.396783
8	0.414126
9	0.423406
10	0.423705
1	2.742479
2	1.821995
3	1.030279
4	0.448043
5	0.243697
6	0.094259
7	0.098130
8	0.101789
9	0.101777
1	0.472417
2	0.210563
3	0.051820
4	-0.030808
5	-0.051044
6	-0.080829
7	-0.095427
8	-0.095972
